"PackageId","Version","Published","StaleDays","LastChecked"
"appvprovider","0.6.0.4","2015-05-19","4117","2026-08-26"
"Apricot","","2014-07-12","4428","2026-08-26"
"apt-cyg","2025.9.3","2026-05-08","110","2026-08-26"
"aptana-studio","3.7.2","2018-07-30","2949","2026-08-26"
"aptos","9.2.0","2026-04-22","126","2026-08-26"
"aqt","3.3.0","2025-06-02","450","2026-08-26"
"aqua","2.57.1","2026-06-21","66","2026-08-26"
"aquashell","1.0.2","2026-01-23","215","2026-08-26"
"AquaSnap","1.24.1","2025-08-08","383","2026-08-26"
"Aquila-WakeOnLAN","2.12.4","2022-02-16","1652","2026-08-26"
"araxismerge","2025.1.0","2025-08-28","363","2026-08-26"
"arcanist","2017.8.0","2017-03-02","3464","2026-08-26"
"ARCFacilitiesSync","3.0.0","2022-02-13","1655","2026-08-26"
"Archi","5.9.0","2026-07-13","44","2026-08-26"
"archive","0.0.7","2016-07-30","3679","2026-08-26"
"archiver","3.1.0","2018-11-19","2837","2026-08-26"
"archivo-narrow.font","2.1.0","2021-09-16","1805","2026-08-26"
"ardev","","2014-11-11","4306","2026-08-26"
"arduino","2.3.6","2025-04-09","504","2026-08-26"
"arduino-cli","1.5.1","2026-06-05","82","2026-08-26"
"arduino.portable","2.3.10","2026-06-10","77","2026-08-26"
"arduinoide","1.6.1","2015-03-13","4184","2026-08-26"
"arduinoidegalileo","","2014-07-11","4429","2026-08-26"
"ArecaBackup","7.5.0","2017-10-31","3221","2026-08-26"
"ares","2.4.3","2016-10-20","3597","2026-08-26"
"argo-workflows","3.4.2","2022-10-24","1402","2026-08-26"
"argocd-autopilot","0.2.28","2022-01-02","1697","2026-08-26"
"argocd-cli","3.5.1","2026-08-13","13","2026-08-26"
"argouml","","2013-11-27","4655","2026-08-26"
"argyll","3.5.0","2026-06-30","57","2026-08-26"
"aria2","1.37.0","2023-11-16","1014","2026-08-26"
"ark-vcs","0.7.2","2024-05-06","842","2026-08-26"
"arkade","0.11.124","2026-08-22","4","2026-08-26"
"arkana","0.0.5","2018-09-07","2910","2026-08-26"
"armagetronad","0.2.9.1","2020-08-14","2203","2026-08-26"
"ARMClient","1.10.0","2025-11-13","286","2026-08-26"
"armdot","2026.5.0","2026-03-04","175","2026-08-26"
"armory","0.96.0","2017-05-05","3400","2026-08-26"
"armyknife","1.2.0.106","2018-02-08","3121","2026-08-26"
"arp-scanner","1.2.0","2026-01-23","215","2026-08-26"
"arq","7.24.0","2023-09-16","1075","2026-08-26"
"arrowdl","4.2.1","2025-03-24","520","2026-08-26"
"arsenalimagemounter","3.13.368","2026-08-05","21","2026-08-26"
"art","1.26.8","2026-08-23","3","2026-08-26"
"Artifactory","6.5.13","2018-12-20","2806","2026-08-26"
"artifactory-pro","6.5.13","2018-12-24","2802","2026-08-26"
"artmoney.install","7.44.0","2016-01-04","3887","2026-08-26"
"artools","","2014-11-11","4306","2026-08-26"
"aruba-networks-virtual-intranet-access-client","4.0.2004212","2020-05-18","2291","2026-08-26"
"arxiv-collector","0.4.1","2022-03-02","1638","2026-08-26"
"as-ssd","2.0.7316.34247","2020-01-13","2417","2026-08-26"
"asana","2.4.0","2025-04-28","485","2026-08-26"
"asar7z","1.2.0","2020-10-23","2133","2026-08-26"
"asciidocfx","1.8.10","2024-07-01","786","2026-08-26"
"asciidocfx.install","1.8.10.20251219","2025-12-20","249","2026-08-26"
"asciidocfx.portable","1.8.10.20251219","2025-12-20","249","2026-08-26"
"asciidoctorj","2.5.13","2024-07-22","765","2026-08-26"
"ashampoo-antispy","1.1.0.1","2020-06-06","2272","2026-08-26"
"ashampoo-app","2.18.1","2026-08-19","7","2026-08-26"
"asindie","0.4.2","2026-04-25","123","2026-08-26"
"asio4all","2.16.0","2025-03-18","526","2026-08-26"
"asm6f","1.6.20250127","2025-04-04","509","2026-08-26"
"asmspy","1.3.71","2017-01-26","3499","2026-08-26"
"asn1editor","1.4.1","2019-12-21","2440","2026-08-26"
"asp-net-mvc-boilerplate","6.2.0.28901","2018-06-14","2995","2026-08-26"
"aspeed-graphics-driver","1.5.0","2018-03-03","3098","2026-08-26"
"aspera-cli","4.25.5","2026-03-28","151","2026-08-26"
"aspnetcore-2.0-runtimepackagestore","2.0.9","2020-11-06","2119","2026-08-26"
"aspnetcore-runtimepackagestore","3.1.32","2022-12-13","1352","2026-08-26"
"aspnetmvc","3.0.0.2","2013-01-29","4957","2026-08-26"
"aspnetmvc.install","3.1.0.20231130","2023-12-01","999","2026-08-26"
"aspnetmvc2","2.0.60926","2016-04-20","3780","2026-08-26"
"aspnetmvc4.install","4.0.20714","2013-10-31","4682","2026-08-26"
"asrock-3tb-plus-unlocker","1.1.1","2018-02-18","3111","2026-08-26"
"assaultcube","1.2.0.201","2018-01-07","3153","2026-08-26"
"assfiltermod","0.4.0","2018-08-17","2931","2026-08-26"
"assgen","0.3.2","2026-04-12","136","2026-08-26"
"assistant-computer-control","1.4.4","2021-05-20","1924","2026-08-26"
"astah","","2012-11-08","5039","2026-08-26"
"asterie","1.3.0","2016-02-04","3856","2026-08-26"
"asteroids","2013.7.29","2017-10-20","3232","2026-08-26"
"Astley","","2014-04-11","4520","2026-08-26"
"AstroGrep","4.4.9","2023-12-19","981","2026-08-26"
"astromenace","1.3.2","2017-07-03","3341","2026-08-26"
"astyle","3.6.2","2024-09-11","714","2026-08-26"
"asymptote","3.13.0","2026-07-31","26","2026-08-26"
"asyncapi","6.0.2","2026-06-08","79","2026-08-26"
"at-term","1.4.0","2020-08-19","2198","2026-08-26"
"atcli","1.0.6","2021-08-18","1834","2026-08-26"
"atcmd","2.1.313.20260508","2026-05-15","103","2026-08-26"
"athens","2.1.0","2022-10-10","1416","2026-08-26"
"atkinson-hyperlegible","2.1.0","2026-03-11","168","2026-08-26"
"atlassian-companion","3.2.0","2026-04-17","131","2026-08-26"
"atlassian-downloader","2.0.0.8","2025-11-23","276","2026-08-26"
"atlassian-plugin-sdk","5.0.13","2015-02-24","4201","2026-08-26"
"atmos","1.216.0","2026-04-30","118","2026-08-26"
"atnow","1.1.0","2015-04-03","4163","2026-08-26"
"atol-dto","10.8.0","2020-08-16","2201","2026-08-26"
"Atom","1.60.0","2022-03-08","1632","2026-08-26"
"atom.install","1.63.1","2022-11-23","1372","2026-08-26"
"atom.portable","1.63.1","2022-11-23","1372","2026-08-26"
"atomicparsley","20240608.83822.1","2024-09-11","714","2026-08-26"
"atraci","0.7.0","2014-11-17","4300","2026-08-26"
"att-rc","1.0.1.7","2024-09-18","707","2026-08-26"
"attractmode.portable","2.3.0","2018-04-20","3050","2026-08-26"
"attributechanger","11.40.2","2025-09-08","352","2026-08-26"
"attune-cli","0.3.0","2026-08-10","16","2026-08-26"
"atubecatcher","3.8.9622","2019-03-27","2709","2026-08-26"
"au","2022.10.24","2022-10-24","1402","2026-08-26"
"auburn.install","1.29.0","2025-07-02","420","2026-08-26"
"audacious","4.6.1","2026-06-13","74","2026-08-26"
"audacity","3.7.8","2026-06-11","76","2026-08-26"
"audacity-ffmpeg","5.0.0","2025-01-30","573","2026-08-26"
"audacity-lame","3.100.0.20190331","2019-04-02","2703","2026-08-26"
"audio-router","0.10.2","2017-11-05","3216","2026-08-26"
"audiobookconverter","6.5.2","2024-06-22","795","2026-08-26"
"AudioConverter","","2014-10-07","4341","2026-08-26"
"audioflyout","0.9.2","2019-11-16","2475","2026-08-26"
"audioling","0.1.0","2025-04-16","497","2026-08-26"
"audiomoth-config","1.13.2","2026-07-07","50","2026-08-26"
"audiomoth-flash","1.7.3","2026-07-07","50","2026-08-26"
"audiomoth-gps-sync","1.2.0","2026-07-08","49","2026-08-26"
"audiomoth-live","1.1.4","2026-07-08","49","2026-08-26"
"audiomoth-time","1.1.6","2026-07-07","50","2026-08-26"
"audiomoth-usb","1.2.5","2026-07-08","49","2026-08-26"
"audiorelay","0.27.5.20240711","2024-07-29","758","2026-08-26"
"audioshell","2.3.6.20240921","2024-09-24","701","2026-08-26"
"audioswitcher","1.8.0.142","2018-04-05","3065","2026-08-26"
"auditbeat","7.15.1","2021-10-15","1776","2026-08-26"
"auditbeat-oss","9.3.3","2026-08-14","12","2026-08-26"
"aurora-ir","0.6.6.1","2025-02-23","549","2026-08-26"
"austin","4.0.0","2025-11-01","298","2026-08-26"
"AusweisApp2","2.5.5","2026-08-14","12","2026-08-26"
"autenticacaogovpt","3.13.0","2024-12-04","630","2026-08-26"
"authme","3.3.5","2022-10-12","1414","2026-08-26"
"authme.install","3.3.5","2022-10-12","1414","2026-08-26"
"authme.portable","3.3.5","2022-10-12","1414","2026-08-26"
"authpass","1.9.11","2024-03-12","897","2026-08-26"
"authy-desktop","3.0.0","2024-06-05","812","2026-08-26"
"auto-dark-mode","11.1.1.1","2026-08-16","10","2026-08-26"
"autobootdisk","5.7.0","2018-04-06","3064","2026-08-26"
"autocad","","2026-04-05","143","2026-08-26"
"autocadlt","","2026-04-05","143","2026-08-26"
"autoclicker","3.0.0.20230225","2023-02-25","1278","2026-08-26"
"autocomplete","1.3.0","2015-07-09","4066","2026-08-26"
"autodesk-fusion360","2704.1.53","2026-08-07","19","2026-08-26"
"AutoFixture.AutoMoqPrig","0.0.0","2016-04-17","3783","2026-08-26"
"autogram","2.7.3","2026-03-28","151","2026-08-26"
"autohotkey","2.0.26","2026-05-04","114","2026-08-26"
"autohotkey_l","","2014-01-20","4601","2026-08-26"
"autohotkey_l.install","","2014-01-20","4601","2026-08-26"
"autohotkey_l.portable","1.1.14.20140119","2014-01-20","4601","2026-08-26"
"autohotkey-compiler","","2014-02-20","4570","2026-08-26"
"autohotkey.install","2.0.26","2026-05-04","114","2026-08-26"
"autohotkey.portable","2.0.26","2026-05-04","114","2026-08-26"
"autoit","3.3.18","2025-09-18","342","2026-08-26"
"autoit.commandline","3.3.14.2","2016-01-09","3882","2026-08-26"
"autoit.install","3.3.18","2025-09-18","342","2026-08-26"
"autoit.portable","3.3.18","2025-09-18","342","2026-08-26"
"autoload","","2014-04-04","4527","2026-08-26"
"autologon","3.10.0.20200924","2020-09-25","2161","2026-08-26"
"automatedlab","5.61.0","2026-05-13","105","2026-08-26"
"automation-spy","1.1.0","2015-12-23","3899","2026-08-26"
"automise","5.5.0.1746","2026-04-02","146","2026-08-26"
"automiserunner","5.6.0.1809","2026-05-28","90","2026-08-26"
"automiseruntime","5.5.0.1746","2026-04-02","146","2026-08-26"
"automouseclick","99.2.0.20260814","2026-08-14","12","2026-08-26"
"autopsy","4.23.0","2026-04-16","132","2026-08-26"
"AutoRest","1.0.0","2017-05-23","3382","2026-08-26"
"autorunner","0.0.16.1","2025-02-24","548","2026-08-26"
"AutoRuns","14.11.0","2024-02-09","929","2026-08-26"
"autoscreenshot","1.22.1","2026-05-08","110","2026-08-26"
"autoscreenshot.portable","1.22.1","2026-05-09","110","2026-08-27"
"autover","2.2.1.20160814","2016-08-14","3665","2026-08-27"
"avast-is-trial","12.3.2279","2016-09-19","3629","2026-08-27"
"avast-premier-trial","12.3.2279","2016-09-19","3629","2026-08-27"
"avast-pro-trial","12.3.2279","2016-09-19","3629","2026-08-27"
"avastbrowsercleanup","","2014-05-21","4481","2026-08-27"
"avastfreeantivirus","26.8.11125","2026-08-18","9","2026-08-27"
"avbin","10.0.0","2018-04-07","3064","2026-08-27"
"avctl","0.1.16","2026-05-12","107","2026-08-27"
"avd-nativeapp","4.1.19","2019-01-13","2783","2026-08-27"
"AvgAntivirusBusiness","","2013-07-23","4783","2026-08-27"
"avgantivirusfree","18.1817.103","2018-01-03","3158","2026-08-27"
"avginternetsecurity","15.0.6125","2015-08-11","4034","2026-08-27"
"avgpctuneup","","2014-09-29","4350","2026-08-27"
"avidemux","2.8.1","2022-09-17","1440","2026-08-27"
"avinaptic","2011.12.18","2019-06-30","2615","2026-08-27"
"avirafreeantivirus","","2014-07-30","4411","2026-08-27"
"aviraiss","","2014-07-05","4436","2026-08-27"
"avisynthplus","3.7.5","2025-04-22","492","2026-08-27"
"avogadro","1.2.0.20190217","2019-02-18","2747","2026-08-27"
"avrdude","6.3.0","2020-04-02","2338","2026-08-27"
"avro-keyboard","5.6.0","2020-09-08","2179","2026-08-27"
"avsnap","7.5.9","2026-03-20","160","2026-08-27"
"awake","1.4.2.1","2018-04-29","3042","2026-08-27"
"awatch","1.5.0","2015-04-03","4164","2026-08-27"
"awboxcontroller","2.1.3","2021-12-13","1718","2026-08-27"
"AwesomeAlexDev","","2014-09-03","4376","2026-08-27"
"awesomebump","5.1.0","2018-03-31","3071","2026-08-27"
"awk","4.2.132","2018-10-14","2874","2026-08-27"
"aws-env","0.1.0","2026-07-21","37","2026-08-27"
"aws-iam-authenticator","0.7.19","2026-08-22","5","2026-08-27"
"aws-monitor-diskusage","1.2.0","2016-05-17","3754","2026-08-27"
"aws-password-extractor","1.1.0","2017-07-12","3333","2026-08-27"
"aws-sdk-net","","2014-01-16","4606","2026-08-27"
"aws-vault","7.13.5","2026-08-18","9","2026-08-27"
"awscli","2.36.31","2026-08-26","1","2026-08-27"
"awscli-session-manager","1.2.835","2026-06-23","65","2026-08-27"
"awslambdapscore","5.0.2","2026-06-01","87","2026-08-27"
"awssamcli","1.145.0","2025-10-15","316","2026-08-27"
"awssdk-tools","","2012-12-12","5006","2026-08-27"
"AWSTools.Powershell","1.1.1120.20130916","2013-09-16","4728","2026-08-27"
"axcrypt","3.0.0.38","2025-11-19","281","2026-08-27"
"axel","","2014-06-27","4444","2026-08-27"
"axhelper","1.12.0","2016-02-04","3857","2026-08-27"
"axis2-war","1.6.1","2015-09-28","3986","2026-08-27"
"axtraxng","","2023-09-11","1081","2026-08-27"
"axway-apim-cli","1.14.2","2023-08-29","1094","2026-08-27"
"axway-swagger-promote","1.6.7","2020-04-27","2313","2026-08-27"
"az.powershell","16.2.0","2026-08-04","23","2026-08-27"
"azahar","0.2126.0","2026-08-11","16","2026-08-27"
"azahar.portable","0.2126.0","2026-08-11","16","2026-08-27"
"azclient","0.5.0","2019-04-04","2702","2026-08-27"
"azcopy","8.1.0.20250218","2025-02-18","555","2026-08-27"
"azcopy10","10.32.7","2026-08-13","14","2026-08-27"
"azctx","2024.12.5","2024-12-20","615","2026-08-27"
"azd","1.31.300","2026-08-20","7","2026-08-27"
"azdata-cli","20.3.14","2022-09-29","1428","2026-08-27"
"azdocli","0.2.36","2025-07-07","416","2026-08-27"
"azion","4.22.2","2026-06-16","72","2026-08-27"
"azpazeta","","2014-09-02","4377","2026-08-27"
"azshell","0.2.2","2019-05-21","2655","2026-08-27"
"azswitch","0.1.4","2021-01-29","2036","2026-08-27"
"aztfexport","0.20.0","2026-07-17","41","2026-08-27"
"aztfy","0.9.0","2022-11-16","1380","2026-08-27"
"AzToolkit","1.0.1","2017-03-22","3445","2026-08-27"
"azure-ad-connect","1.5.45","2020-08-28","2190","2026-08-27"
"azure-arc","1.67.0","2026-08-13","14","2026-08-27"
"azure-cli","2.89.1","2026-08-12","15","2026-08-27"
"azure-cosmosdb-emulator","2.14.28.20260826","2026-08-26","1","2026-08-27"
"azure-data-studio","1.52.0","2025-07-22","401","2026-08-27"
"azure-data-studio-sql-server-admin-pack","0.0.1","2019-05-15","2661","2026-08-27"
"azure-devops-policy-configurator","2.0.0","2023-12-11","990","2026-08-27"
"azure-documentdb-emulator","1.11.136.2","2017-03-09","3458","2026-08-27"
"azure-functions-core-tools","4.14.0","2026-08-25","2","2026-08-27"
"azure-functions-core-tools-2","3.0.3442","2021-04-09","1966","2026-08-27"
"azure-functions-core-tools-3","3.0.3785","2021-09-29","1793","2026-08-27"
"azure-information-protection-client","1.54.59","2020-06-10","2269","2026-08-27"
"azure-information-protection-unified-labeling-client","2.16.73","2023-06-13","1171","2026-08-27"
"azure-kubelogin","0.2.19","2026-08-15","12","2026-08-27"
"azure-pim-tui","0.0.4","2026-06-01","87","2026-08-27"
"azure-pipelines-agent","4.274.1","2026-06-17","71","2026-08-27"
"azureaccount-vscode","0.13.0","2025-01-23","581","2026-08-27"
"AzureBuildSDKvs2012","","2014-09-12","4367","2026-08-27"
"AzureBuildSDKvs2013","","2014-09-12","4367","2026-08-27"
"azuredatafactorytools15","0.9.3527.2","2019-03-13","2724","2026-08-27"
"azuredatastudio-postgresql","0.6.0","2023-12-05","996","2026-08-27"
"azuredatastudio-powershell","2025.4.0","2025-10-09","322","2026-08-27"
"azurefunctions-vscode","1.21.0","2026-04-16","133","2026-08-27"
"AzurePowerShell","6.9.0.20211025","2021-10-25","1767","2026-08-27"
"azurestorageemulator","4.4.0","2016-08-08","3671","2026-08-27"
"AzureStorageExplorer","5.0.0.20180315","2018-03-15","3087","2026-08-27"
"B4J","10.0.0","2025-02-15","558","2026-08-27"
"bab","0.8.1","2026-03-26","154","2026-08-27"
"babelmap","16.0.0.6","2024-12-20","615","2026-08-27"
"babelpad","16.0.0.6","2024-12-20","615","2026-08-27"
"babyftp","1.24.0","2021-06-27","1887","2026-08-27"
"back-to-backspace-chrome","1.3.0","2017-02-02","3493","2026-08-27"
"backblaze","9.2.2.895","2025-10-22","309","2026-08-27"
"backup-start-menu-layout","1.6.20231204","2023-12-04","997","2026-08-27"
"backupper-server","8.4.0","2026-06-18","70","2026-08-27"
"backupper-standard","7.4.1","2024-09-23","703","2026-08-27"
"backupvault","3.2.2018.15","2018-01-15","3146","2026-08-27"
"bacula","17.0.0","2026-08-07","20","2026-08-27"
"badaboom-media-converter","2.0.0.128","2018-02-26","3104","2026-08-27"
"badger","1.0.0","2018-08-19","2930","2026-08-27"
"baidupcs-go","3.9.7","2025-06-07","446","2026-08-27"
"balabolka","2.15.0.919","2026-08-24","3","2026-08-27"
"balcon","1.90.0","2026-04-12","137","2026-08-27"
"balena-cli","25.2.5","2026-08-19","8","2026-08-27"
"balsamiqmockups3","3.4.4","2016-08-21","3658","2026-08-27"
"balsamiqwireframes","4.7.5","2024-05-03","846","2026-08-27"
"bamboo-tray","1.0.0.41","2015-04-25","4142","2026-08-27"
"bambu-farm-manager-client","2.4.3","2026-08-03","24","2026-08-27"
"bambu-farm-manager-server","2.4.0","2026-06-08","80","2026-08-27"
"bambuconnect","2.5.0","2026-06-04","84","2026-08-27"
"bambustudio","2.8.2.60","2026-08-14","13","2026-08-27"
"bambusuite","1.2.2","2026-07-16","42","2026-08-27"
"banana-buchhaltung","10.0.12","2022-03-24","1617","2026-08-27"
"bandizip","7.46.0","2026-08-21","6","2026-08-27"
"banks.portable","1.5.0","2026-08-02","25","2026-08-27"
"banksiagui","0.58.0","2024-02-13","926","2026-08-27"
"barcode-to-pc-server","4.9.0","2025-10-27","304","2026-08-27"
"baregrep","3.50.0.20120225","2012-02-25","5297","2026-08-27"
"bareos-client","23.0.3","2024-03-15","895","2026-08-27"
"baretail","3.50.0.20120226","2012-02-25","5297","2026-08-27"
"barklarm","2.4.8","2025-03-08","537","2026-08-27"
"barrier","2.4.0.2","2023-09-18","1074","2026-08-27"
"barryschiffer-netscaler-script","2.5.0","2015-05-01","4136","2026-08-27"
"base64","1.0.0","2020-07-26","2223","2026-08-27"
"basecamp3","2.3.14","2024-05-11","838","2026-08-27"
"basilisk","2026.6.13","2026-06-15","73","2026-08-27"
"basilisk.install","2026.6.13","2026-06-15","73","2026-08-27"
"bassboom","1.0.2","2026-08-25","2","2026-08-27"
"Bat","0.26.1","2025-12-03","267","2026-08-27"
"batch-docs","5.6.0","2016-12-21","3536","2026-08-27"
"batch-encoding-converter","5.0.0","2016-12-21","3536","2026-08-27"
"batch-file-encrypt","5.0.0","2016-12-21","3536","2026-08-27"
"batch-file-manager","5.0.0","2016-12-21","3536","2026-08-27"
"batch-file-rename","5.0.0","2016-12-21","3536","2026-08-27"
"batch-files","5.0.0","2016-12-21","3536","2026-08-27"
"batch-hex-editor","5.0.0","2016-12-21","3536","2026-08-27"
"batch-image-converter","5.6.0","2017-01-06","3520","2026-08-27"
"batch-image-enhancer","5.6.0","2017-01-06","3520","2026-08-27"
"batch-image-resizer","5.6.0","2016-12-21","3536","2026-08-27"
"batch-image-splitter","5.6.0","2017-01-06","3520","2026-08-27"
"batch-image-watermarker","5.6.0","2017-01-06","3520","2026-08-27"
"batch-install-vsix","","2014-01-14","4608","2026-08-27"
"batch-photo-face","5.6.0","2017-01-06","3520","2026-08-27"
"batch-regex","5.0.0","2016-12-21","3536","2026-08-27"
"batch-text-file-editor","5.0.0","2016-12-21","3536","2026-08-27"
"batch-word-replace","5.6.0","2016-12-21","3536","2026-08-27"
"batchy","1.3.2","2026-07-19","39","2026-08-27"
"Batik","","2013-04-22","4875","2026-08-27"
"Batte.LoadOuts.Dev","","2012-12-20","4998","2026-08-27"
"battecode.cmder.dev","","2014-07-25","4416","2026-08-27"
"BatteryBar","3.6.6","2016-10-10","3608","2026-08-27"
"batteryinfoview","1.26.0","2024-12-14","621","2026-08-27"
"battle-encoder-shirase","1.7.8","2022-02-16","1653","2026-08-27"
"battoexeconverter","3.1.0","2019-05-30","2646","2026-08-27"
"Batzendev.Tools","6.1.0","2026-01-19","220","2026-08-27"
"bazel","9.2.0","2026-07-14","44","2026-08-27"
"bazelisk","1.29.0","2026-04-28","121","2026-08-27"
"bbdown","1.6.3","2024-08-20","737","2026-08-27"
"bbwin","0.13.20160427","2016-04-28","3773","2026-08-27"
"bca-dac","0.1.0","2020-09-23","2164","2026-08-27"
"bca-docker","0.3.0","2020-10-14","2143","2026-08-27"
"bca-savemarkdowncommanddocumentation","0.0.2","2020-09-23","2164","2026-08-27"
"bca-spdx","0.1.1","2020-09-18","2169","2026-08-27"
"BCC-MSBuildLog","0.1.9","2018-12-10","2817","2026-08-27"
"BCC-Submission","0.1.3","2018-11-05","2852","2026-08-27"
"bdfilehash","1.1.3","2014-12-24","4264","2026-08-27"
"bdy","1.8.38","2025-02-05","568","2026-08-27"
"beacon","1.4.3","2020-07-21","2228","2026-08-27"
"beaker","1.1.0","2020-12-10","2086","2026-08-27"
"beamo-flasher-cli","0.3.1","2026-07-16","42","2026-08-27"
"bear.portable","1.60.0","2022-11-29","1367","2026-08-27"
"becyicongrabber","2.30.0.20161027","2016-10-27","3591","2026-08-27"
"bedford.portable","1.23.0","2026-08-22","5","2026-08-27"
"bedrock-launcher","2025.8.25.24","2025-09-17","344","2026-08-27"
